*******************************************************************************
USER DATA                   {Unspecified by user}           Fri Dec-22 05:35:34
Local ID: -839369              (TLE ID = 39369)
 
Geocentric SGP4/SDP4 Two-Line Elements (TLEs):

1 39369U 13055AC  23355.77119201  .00100300  12551-5  10733-2 0  9999
2 39369  80.9531 247.5178 0278342  30.2449 331.4520 15.28467463537133
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Dec 22 05:35:34 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: {Unspecified by user} (-839369) {source: USER-INPUT TLE}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2023-Nov-20 00:00:00.0000 TDB
Stop  time      : A.D. 2023-Dec-21 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Keplerian GM    : 3.9860043550702260E+05 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
EOP file        : eop.231221.p240314
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-DEC-21. PREDICTS-> 2024-MAR-13
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460276.583333333, A.D. 2023-Nov-28 02:00:00.0000,  3.033095252267758E-02,  6.657009546335176E+03,  8.082087748792729E+01,  2.759133511063502E+02,  1.072536120058421E+02,  2.460276561400351E+06,  6.359281450291032E-02,  1.205090026858997E+02,  1.234455921718208E+02,  6.865238777760268E+03,  7.073468009185360E+03,  5.661016937432839E+03,
2460276.625000000, A.D. 2023-Nov-28 03:00:00.0000,  2.852011878290779E-02,  6.662026980852152E+03,  8.081598861292392E+01,  2.758556216254785E+02,  1.096081864631482E+02,  2.460276627427368E+06,  6.369900558745489E-02,  3.466407500408513E+02,  3.458585531432710E+02,  6.857606739632954E+03,  7.053186498413756E+03,  5.651579591862572E+03,
2460276.666666667, A.D. 2023-Nov-28 04:00:00.0000,  3.029340852475752E-02,  6.661414454136923E+03,  8.082380706666805E+01,  2.758003954808821E+02,  1.098792119426775E+02,  2.460276693104015E+06,  6.353343781603725E-02,  2.148777513306523E+02,  2.129529638813182E+02,  6.869515493343943E+03,  7.077616532550962E+03,  5.666307575585465E+03,
2460276.708333333, A.D. 2023-Nov-28 05:00:00.0000,  3.001571324192931E-02,  6.668487574175551E+03,  8.082731576260612E+01,  2.757596437055048E+02,  1.092993183247651E+02,  2.460276692995038E+06,  6.345963150427204E-02,  8.409852732879756E+01,  8.753103783660578E+01,  6.874840824961504E+03,  7.081194075747457E+03,  5.672897737765230E+03,
2460276.750000000, A.D. 2023-Nov-28 06:00:00.0000,  2.978473707194478E-02,  6.658157861459740E+03,  8.081911477004317E+01,  2.757113352801367E+02,  1.107884248038087E+02,  2.460276758879278E+06,  6.363009018087457E-02,  3.111849260517279E+02,  3.085527227047452E+02,  6.862557327088211E+03,  7.066956792716681E+03,  5.657700609517696E+03,
2460276.791666667, A.D. 2023-Nov-28 07:00:00.0000,  3.175027350213238E-02,  6.642386688951491E+03,  8.081736785905427E+01,  2.756512995401851E+02,  1.090514270066103E+02,  2.460276824138847E+06,  6.366289142436089E-02,  1.813876203192252E+02,  1.813028814708355E+02,  6.860199912451119E+03,  7.078013135950748E+03,  5.654785573597815E+03,
2460276.833333333, A.D. 2023-Nov-28 08:00:00.0000,  3.063446636858303E-02,  6.664238064518513E+03,  8.082711110242212E+01,  2.756013029529906E+02,  1.083990413177774E+02,  2.460276824104653E+06,  6.345956980477427E-02,  5.059999425034760E+01,  5.337905010034248E+01,  6.874845281070685E+03,  7.085452497622857E+03,  5.672903253323284E+03,
2460276.875000000, A.D. 2023-Nov-28 09:00:00.0000,  3.060008042761102E-02,  6.663064714840518E+03,  8.082622195461262E+01,  2.755594090403226E+02,  1.080228077699976E+02,  2.460276889656815E+06,  6.347971069752670E-02,  2.796125428741153E+02,  2.761351843183235E+02,  6.873391033268968E+03,  7.083717351697419E+03,  5.671103350098071E+03,
2460276.916666667, A.D. 2023-Nov-28 10:00:00.0000,  3.162268660264193E-02,  6.641747789950063E+03,  8.081634956517060E+01,  2.755068872523269E+02,  1.061646857685037E+02,  2.460276889404331E+06,  6.368466324809698E-02,  1.500070429798078E+02,  1.517581941283572E+02,  6.858636296061934E+03,  7.075524802173806E+03,  5.652852376678894E+03,
2460276.958333333, A.D. 2023-Nov-28 11:00:00.0000,  2.942050163972566E-02,  6.661944490829507E+03,  8.082005011484311E+01,  2.754479093130881E+02,  1.064755366168653E+02,  2.460276955025963E+06,  6.361165171377808E-02,  1.817746107093797E+01,  1.926714305496909E+01,  6.863883383158613E+03,  7.065822275487718E+03,  5.659340550058774E+03,
2460277.000000000, A.D. 2023-Nov-28 12:00:00.0000,  2.992798001212922E-02,  6.669743389890430E+03,  8.082789435199280E+01,  2.754013912272918E+02,  1.071784226039882E+02,  2.460277020782265E+06,  6.345031702607960E-02,  2.460693885883283E+02,  2.429830773067106E+02,  6.875513624208876E+03,  7.081283858527321E+03,  5.673730516618717E+03,
2460277.041666667, A.D. 2023-Nov-28 13:00:00.0000,  3.014153890611737E-02,  6.659731243088492E+03,  8.082199974213643E+01,  2.753594549195147E+02,  1.060821312458517E+02,  2.460277020583867E+06,  6.357245751823937E-02,  1.158006585053525E+02,  1.188586594665884E+02,  6.866704277217031E+03,  7.073677311345569E+03,  5.662829691564363E+03,
2460277.083333333, A.D. 2023-Nov-28 14:00:00.0000,  2.853310848972719E-02,  6.661446712097009E+03,  8.081572020399067E+01,  2.753028769486710E+02,  1.085904597341453E+02,  2.460277086640278E+06,  6.370605111110718E-02,  3.417979081728810E+02,  3.407408623952466E+02,  6.857101122345935E+03,  7.052755532594862E+03,  5.650954559593380E+03,
2460277.125000000, A.D. 2023-Nov-28 15:00:00.0000,  3.052376524583310E-02,  6.657793368139013E+03,  8.082242513910337E+01,  2.752460292294272E+02,  1.086103688735289E+02,  2.460277152262552E+06,  6.356262139584803E-02,  2.102792299961772E+02,  2.085721823728442E+02,  6.867412660019717E+03,  7.077031951900421E+03,  5.663705997240628E+03,
2460277.166666667, A.D. 2023-Nov-28 16:00:00.0000,  3.012261147284211E-02,  6.668388551561818E+03,  8.082772148075564E+01,  2.752043122959707E+02,  1.079774867911887E+02,  2.460277152155501E+06,  6.345055462376373E-02,  7.955206536693431E+01,  8.296793698371606E+01,  6.875496460112692E+03,  7.082604368663567E+03,  5.673709270701497E+03,
2460277.208333333, A.D. 2023-Nov-28 17:00:00.0000,  3.001594675778228E-02,  6.658154807698938E+03,  8.082011685082854E+01,  2.751576296453192E+02,  1.090431371445686E+02,  2.460277217961814E+06,  6.360738999366662E-02,  3.070849660201303E+02,  3.042787426036611E+02,  6.864189968323437E+03,  7.070225128947935E+03,  5.659719728098342E+03,
2460277.250000000, A.D. 2023-Nov-28 18:00:00.0000,  3.188687201942709E-02,  6.640256609043550E+03,  8.081645727898426E+01,  2.750980696871344E+02,  1.071996028943278E+02,  2.460277217755656E+06,  6.368004868263909E-02,  1.774069687669161E+02,  1.775659400191036E+02,  6.858967632114169E+03,  7.077678655184787E+03,  5.653262009803485E+03,
2460277.291666667, A.D. 2023-Nov-28 19:00:00.0000,  3.056941577408705E-02,  6.663205311530780E+03,  8.082601897993634E+01,  2.750460875034182E+02,  1.065131192898612E+02,  2.460277283162320E+06,  6.348071350384878E-02,  4.664407219162483E+01,  4.925874213609990E+01,  6.873318646998669E+03,  7.083431982466557E+03,  5.671013763545262E+03,
2460277.333333333, A.D. 2023-Nov-28 20:00:00.0000,  3.052060249059170E-02,  6.664670458662635E+03,  8.082687426744108E+01,  2.750042310976253E+02,  1.061567235042230E+02,  2.460277348717010E+06,  6.346457455586837E-02,  2.756460829324170E+02,  2.721546990730520E+02,  6.874483847500181E+03,  7.084297236337727E+03,  5.672455894005704E+03,
2460277.375000000, A.D. 2023-Nov-28 21:00:00.0000,  3.139752688474111E-02,  6.643966875207329E+03,  8.081675584845057E+01,  2.749537665390284E+02,  1.044694459521051E+02,  2.460277348480415E+06,  6.367496126433585E-02,  1.458979414681502E+02,  1.478512212558838E+02,  6.859332966432276E+03,  7.074699057657223E+03,  5.653713686695792E+03,
2460277.416666667, A.D. 2023-Nov-28 22:00:00.0000,  2.913172474730421E-02,  6.661935156982298E+03,  8.081864606291717E+01,  2.748943425709381E+02,  1.050688719418121E+02,  2.460277414159628E+06,  6.364017717068152E-02,  1.378497785888158E+01,  1.460950116917375E+01,  6.861832162811521E+03,  7.061729168640743E+03,  5.656803862039670E+03,
2460277.458333333, A.D. 2023-Nov-28 23:00:00.0000,  2.986805677303104E-02,  6.669236011949037E+03,  8.082713808780439E+01,  2.748462196912794E+02,  1.059455495441373E+02,  2.460277479945013E+06,  6.346343780005929E-02,  2.414979508362250E+02,  2.385441366606073E+02,  6.874565937665164E+03,  7.079895863381291E+03,  5.672557498920483E+03,
2460277.500000000, A.D. 2023-Nov-29 00:00:00.0000,  2.998246846811822E-02,  6.662488354689762E+03,  8.082299366302338E+01,  2.748053641898476E+02,  1.050259683038793E+02,  2.460277479770325E+06,  6.354863078756567E-02,  1.110730867181221E+02,  1.142347985000047E+02,  6.868420557480186E+03,  7.074352760270611E+03,  5.664952895734772E+03,
2460277.541666667, A.D. 2023-Nov-29 01:00:00.0000,  2.865221346841122E-02,  6.660801835585274E+03,  8.081565251649830E+01,  2.747503421222731E+02,  1.075016596567037E+02,  2.460277545822209E+06,  6.370358585082879E-02,  3.371279344739660E+02,  3.358084284777740E+02,  6.857278029498718E+03,  7.053754223412162E+03,  5.651173245458934E+03,
2460277.583333333, A.D. 2023-Nov-29 02:00:00.0000,  3.073807375832441E-02,  6.654567018904108E+03,  8.082095838915474E+01,  2.746923242223390E+02,  1.072366912158117E+02,  2.460277611383133E+06,  6.358776230947992E-02,  2.058948904129491E+02,  2.044082408852686E+02,  6.865602412247090E+03,  7.076637805590071E+03,  5.661466718201054E+03,
2460277.625000000, A.D. 2023-Nov-29 03:00:00.0000,  3.024616295382191E-02,  6.668030498411016E+03,  8.082778030242804E+01,  2.746494398660731E+02,  1.066376685662991E+02,  2.460277611292883E+06,  6.344354042590955E-02,  7.513586186551285E+01,  7.851666543934907E+01,  6.876003212033175E+03,  7.083975925655334E+03,  5.674336545269162E+03,
2460277.666666667, A.D. 2023-Nov-29 04:00:00.0000,  3.022686571331906E-02,  6.658494998453459E+03,  8.082108165397275E+01,  2.746042990922929E+02,  1.072069501151167E+02,  2.460277677007707E+06,  6.358177136375624E-02,  3.031918539303172E+02,  3.002333965900799E+02,  6.866033676372292E+03,  7.073572354291125E+03,  5.662000165745809E+03,
2460277.708333333, A.D. 2023-Nov-29 05:00:00.0000,  3.194451527031800E-02,  6.639058742855142E+03,  8.081567677716370E+01,  2.745456691156402E+02,  1.053638770868874E+02,  2.460277676798503E+06,  6.369159497390091E-02,  1.735347121533287E+02,  1.739311412546172E+02,  6.858138657939652E+03,  7.077218573024163E+03,  5.652237161708987E+03,
2460277.750000000, A.D. 2023-Nov-29 06:00:00.0000,  3.045341584706265E-02,  6.662284193664993E+03,  8.082467298377729E+01,  2.744918652240501E+02,  1.046853392356492E+02,  2.460277742206830E+06,  6.350527573495952E-02,  4.275999889783011E+01,  4.519656339356510E+01,  6.871546249101196E+03,  7.080808304537399E+03,  5.668820359153573E+03,
2460277.791666667, A.D. 2023-Nov-29 07:00:00.0000,  3.040948058030036E-02,  6.666082877393989E+03,  8.082721012279571E+01,  2.744496931727072E+02,  1.044392197863008E+02,  2.460277807779480E+06,  6.345531351041296E-02,  2.716608693717356E+02,  2.681759721339220E+02,  6.875152699908454E+03,  7.084222522422920E+03,  5.673283765920159E+03,
2460277.833333333, A.D. 2023-Nov-29 08:00:00.0000,  3.115478769084059E-02,  6.646469158830010E+03,  8.081723957289691E+01,  2.744011991599166E+02,  1.029096659307899E+02,  2.460277807556472E+06,  6.366292995606640E-02,  1.417850351795441E+02,  1.439273920896372E+02,  6.860197144380495E+03,  7.073925129930980E+03,  5.654782151063970E+03,
2460277.875000000, A.D. 2023-Nov-29 09:00:00.0000,  2.887386541361710E-02,  6.661900646616097E+03,  8.081732337398876E+01,  2.743415732371381E+02,  1.038124811490184E+02,  2.460277873294931E+06,  6.366602748464323E-02,  9.379147430483840E+00,  9.938226538924075E+00,  6.859974630848032E+03,  7.058048615079966E+03,  5.654507030249923E+03,
2460277.916666667, A.D. 2023-Nov-29 10:00:00.0000,  2.986541467315605E-02,  6.667954378299674E+03,  8.082616871115290E+01,  2.742916087873402E+02,  1.048100981045206E+02,  2.460277939098201E+06,  6.348199527601514E-02,  2.369665250836091E+02,  2.341558046591392E+02,  6.873226126716430E+03,  7.078497875133186E+03,  5.670899259463190E+03,
2460277.958333333, A.D. 2023-Nov-29 11:00:00.0000,  2.988818062112450E-02,  6.664567308568062E+03,  8.082391427747568E+01,  2.742512900343852E+02,  1.039742071934268E+02,  2.460277938934913E+06,  6.352815943243643E-02,  1.064746896360217E+02,  1.097228272727218E+02,  6.869896001097194E+03,  7.075224693626326E+03,  5.666778373814965E+03,
2460278.000000000, A.D. 2023-Nov-29 12:00:00.0000,  2.881442425297275E-02,  6.660120805049278E+03,  8.081583685657340E+01,  2.741977235726411E+02,  1.063321943931372E+02,  2.460278004965520E+06,  6.369739800721064E-02,  3.326724840686861E+02,  3.311068227219052E+02,  6.857722119612797E+03,  7.055323434176315E+03,  5.651722225125231E+03,
2460278.041666667, A.D. 2023-Nov-29 13:00:00.0000,  3.098541732327046E-02,  6.650992807939600E+03,  8.081960004083238E+01,  2.741385849770882E+02,  1.057881738604948E+02,  2.460278070464190E+06,  6.361466854762152E-02,  2.017199589152083E+02,  2.004517633821089E+02,  6.863666374934650E+03,  7.076339941929699E+03,  5.659072164001082E+03,
2460278.083333333, A.D. 2023-Nov-29 14:00:00.0000,  3.036077324492799E-02,  6.667195324517495E+03,  8.082770813763972E+01,  2.740940942508578E+02,  1.051118870208938E+02,  2.460278070374531E+06,  6.344421290460039E-02,  7.103471349159945E+01,  7.436413144391544E+01,  6.875954623689755E+03,  7.084713922862014E+03,  5.674276399981883E+03,
2460278.125000000, A.D. 2023-Nov-29 15:00:00.0000,  3.037867734515000E-02,  6.659066018429263E+03,  8.082215554180590E+01,  2.740500800220321E+02,  1.053218536741454E+02,  2.460278136022277E+06,  6.355866580104474E-02,  2.994715120866774E+02,  2.963846737815188E+02,  6.867697587545367E+03,  7.076329156661472E+03,  5.664058479875808E+03,
2460278.166666667, A.D. 2023-Nov-29 16:00:00.0000,  3.196560462831515E-02,  6.638278282833468E+03,  8.081523041465719E+01,  2.739925050603568E+02,  1.034826069131622E+02,  2.460278135809209E+06,  6.370074593697286E-02,  1.698315600817200E+02,  1.704537155392696E+02,  6.857481835947210E+03,  7.076685389060952E+03,  5.651425186703357E+03,
2460278.208333333, A.D. 2023-Nov-29 17:00:00.0000,  3.028065408533393E-02,  6.661538559242042E+03,  8.082335923504736E+01,  2.739369510615591E+02,  1.028307296783781E+02,  2.460278201223822E+06,  6.353291581431481E-02,  3.902584265943896E+01,  4.127627092519204E+01,  6.869553121020489E+03,  7.077567682798936E+03,  5.666354131331828E+03,
2460278.250000000, A.D. 2023-Nov-29 18:00:00.0000,  3.028021456503685E-02,  6.667305176355168E+03,  8.082744619405030E+01,  2.738941017792816E+02,  1.027723905712703E+02,  2.460278266828401E+06,  6.345055142193892E-02,  2.677445561153408E+02,  2.642846480439740E+02,  6.875496691412335E+03,  7.083688206469503E+03,  5.673709557006701E+03,
2460278.291666667, A.D. 2023-Nov-29 19:00:00.0000,  3.089998212956261E-02,  6.649276608996287E+03,  8.081797707367905E+01,  2.738474705484532E+02,  1.014059437770512E+02,  2.460278266620142E+06,  6.364771537499291E-02,  1.377349078393959E+02,  1.400494883622933E+02,  6.861290358458392E+03,  7.073304107920497E+03,  5.656133890729461E+03,
2460278.333333333, A.D. 2023-Nov-29 20:00:00.0000,  2.866342135109444E-02,  6.661841949256366E+03,  8.081630099908595E+01,  2.737880558093692E+02,  1.026036082440408E+02,  2.460278332415876E+06,  6.368756506475921E-02,  5.048410576442218E+00,  5.348125225703319E+00,  6.858427959670529E+03,  7.055013970084692E+03,  5.652594813978873E+03,
2460278.375000000, A.D. 2023-Nov-29 21:00:00.0000,  2.990669483671321E-02,  6.666191599970090E+03,  8.082512176621523E+01,  2.737363458154184E+02,  1.036427961220954E+02,  2.460278398221661E+06,  6.350312389472354E-02,  2.325904118215939E+02,  2.299297127872711E+02,  6.871701479114971E+03,  7.077211358259852E+03,  5.669012450423912E+03,
2460278.416666667, A.D. 2023-Nov-29 22:00:00.0000,  2.984063467734094E-02,  6.666196348684849E+03,  8.082479267880740E+01,  2.736962877770769E+02,  1.028832187014578E+02,  2.460278398071307E+06,  6.350954267325737E-02,  1.020369114833509E+02,  1.053535406904675E+02,  6.871238465515181E+03,  7.076280582345513E+03,  5.668439495023935E+03,
2460278.458333333, A.D. 2023-Nov-29 23:00:00.0000,  2.901266184445836E-02,  6.659495137639403E+03,  8.081632960587669E+01,  2.736444187707708E+02,  1.050235784328186E+02,  2.460278464061677E+06,  6.368687034343205E-02,  3.284795295068027E+02,  3.266863347332828E+02,  6.858477835858888E+03,  7.057460534078374E+03,  5.652656474697164E+03,
2460278.500000000, A.D. 2023-Nov-30 00:00:00.0000,  3.121638156470763E-02,  6.647670780345192E+03,  8.081840821558197E+01,  2.735847077182063E+02,  1.042297458265283E+02,  2.460278529502294E+06,  6.363960006555103E-02,  1.977827741890393E+02,  1.967295358193545E+02,  6.861873646338094E+03,  7.076076512330996E+03,  5.656855159824815E+03,
2460278.541666667, A.D. 2023-Nov-30 01:00:00.0000,  3.045137238549980E-02,  6.666137103287236E+03,  8.082745658535110E+01,  2.735385935802624E+02,  1.034686746081217E+02,  2.460278529412548E+06,  6.345042689411902E-02,  6.717851336330574E+01,  7.044121910362003E+01,  6.875505687310138E+03,  7.084874271333039E+03,  5.673720692230158E+03,
2460278.583333333, A.D. 2023-Nov-30 02:00:00.0000,  3.047549298198188E-02,  6.659836554043475E+03,  8.082327049179122E+01,  2.734955931259266E+02,  1.034242626440898E+02,  2.460278595011772E+06,  6.353811811456984E-02,  2.958889540525051E+02,  2.926957464626224E+02,  6.869178144374340E+03,  7.078519734705205E+03,  5.665890188167989E+03,
2460278.625000000, A.D. 2023-Nov-30 03:00:00.0000,  3.193854895207911E-02,  6.638074955862160E+03,  8.081513733825325E+01,  2.734395032804914E+02,  1.016159319256750E+02,  2.460278594797590E+06,  6.370634343730097E-02,  1.662409523164920E+02,  1.670788473883646E+02,  6.857080145766038E+03,  7.076085335669916E+03,  5.650928629333556E+03,
2460278.666666667, A.D. 2023-Nov-30 04:00:00.0000,  3.005721055060843E-02,  6.660950101762113E+03,  8.082213260175524E+01,  2.733825749624323E+02,  1.010205927666889E+02,  2.460278660225285E+06,  6.356329829962930E-02,  3.537522270079724E+01,  3.743171858183860E+01,  6.867363904569405E+03,  7.073777707376697E+03,  5.663645682812207E+03,
2460278.708333333, A.D. 2023-Nov-30 05:00:00.0000,  3.015219392768463E-02,  6.668095034665249E+03,  8.082761970628252E+01,  2.733388491975563E+02,  1.012529142362972E+02,  2.460278725880192E+06,  6.345184097984388E-02,  2.638039264690364E+02,  2.603848717980540E+02,  6.875403535395586E+03,  7.082712036125923E+03,  5.673594247869933E+03,
2460278.750000000, A.D. 2023-Nov-30 06:00:00.0000,  3.066256722526578E-02,  6.652079280057377E+03,  8.081901131449465E+01,  2.732939669522091E+02,  9.999873468952275E+01,  2.460278725679484E+06,  6.363087103334461E-02,  1.337070760737909E+02,  1.361806818540861E+02,  6.862501183943512E+03,  7.072923087829647E+03,  5.657631180490182E+03,
2460278.791666667, A.D. 2023-Nov-30 07:00:00.0000,  2.851119514151077E-02,  6.661716619556644E+03,  8.081570059561700E+01,  2.732351069702967E+02,  1.014774884442492E+02,  2.460278791529662E+06,  6.370433486367419E-02,  7.540783024910008E-01,  7.986628364904643E-01,  6.857224279107378E+03,  7.052731938658111E+03,  5.651106800979741E+03,
2460278.833333333, A.D. 2023-Nov-30 08:00:00.0000,  3.000357130297866E-02,  6.663927726769130E+03,  8.082416768779245E+01,  2.731816917173198E+02,  1.024844229417405E+02,  2.460278857324224E+06,  6.352596958466464E-02,  2.283225446677696E+02,  2.258179221725434E+02,  6.870053878157742E+03,  7.076180029546353E+03,  5.666973717263893E+03,
2460278.875000000, A.D. 2023-Nov-30 09:00:00.0000,  2.984815427074403E-02,  6.667306878369142E+03,  8.082570160232153E+01,  2.731414840762573E+02,  1.017654415979974E+02,  2.460278857183550E+06,  6.349293758370715E-02,  9.773730273209753E+01,  1.011076235058161E+02,  6.872436420875309E+03,  7.077565963381475E+03,  5.669921942505605E+03,
2460278.916666667, A.D. 2023-Nov-30 10:00:00.0000,  2.924734985105983E-02,  6.658984143166227E+03,  8.081711032549346E+01,  2.730912266386929E+02,  1.036032290224505E+02,  2.460278923118417E+06,  6.367111027724842E-02,  3.245077365823430E+02,  3.225026686227478E+02,  6.859609543321418E+03,  7.060234943476608E+03,  5.654055637359266E+03,
2460278.958333333, A.D. 2023-Nov-30 11:00:00.0000,  3.141930397990694E-02,  6.644841854636291E+03,  8.081739363347786E+01,  2.730311593921720E+02,  1.025962220424259E+02,  2.460278988507954E+06,  6.366023782126537E-02,  1.940322090917660E+02,  1.931913489271111E+02,  6.860390550771872E+03,  7.075939246907453E+03,  5.655021286768487E+03,
2460279.000000000, A.D. 2023-Nov-30 12:00:00.0000,  3.052072811031799E-02,  6.665041757438662E+03,  8.082697908335665E+01,  2.729832210591841E+02,  1.017830756094671E+02,  2.460278988423032E+06,  6.345925903134098E-02,  6.347512826253153E+01,  6.665697159178096E+01,  6.874867726101404E+03,  7.084693694764145E+03,  5.672931034732139E+03,
2460279.041666667, A.D. 2023-Nov-30 13:00:00.0000,  3.053426904459557E-02,  6.660937408008227E+03,  8.082417505258505E+01,  2.729408321456704E+02,  1.014941465268815E+02,  2.460279053976072E+06,  6.351659099220590E-02,  2.924480362252989E+02,  2.891681933927139E+02,  6.870730130340864E+03,  7.080522852673501E+03,  5.667810478748387E+03,
2460279.083333333, A.D. 2023-Nov-30 14:00:00.0000,  3.182698282443447E-02,  6.638937595983102E+03,  8.081503510134350E+01,  2.728862502286559E+02,  9.981025426286828E+01,  2.460279053773063E+06,  6.370493828780262E-02,  1.627028807309883E+02,  1.637474676176643E+02,  6.857180977167448E+03,  7.075424358351794E+03,  5.651053272724512E+03,
2460279.125000000, A.D. 2023-Nov-30 15:00:00.0000,  2.982260995561405E-02,  6.660623448833284E+03,  8.082063211900034E+01,  2.728280999173450E+02,  9.933818295096019E+01,  2.460279119227377E+06,  6.359103852733608E-02,  3.171632511901326E+01,  3.357134228436806E+01,  6.865366599121176E+03,  7.070109749409067E+03,  5.661175038763452E+03,
2460279.166666667, A.D. 2023-Nov-30 16:00:00.0000,  3.001980309002263E-02,  6.668777308345511E+03,  8.082723587937583E+01,  2.727831902884022E+02,  9.979929788716485E+01,  2.460279184921224E+06,  6.345509458236614E-02,  2.599190191647528E+02,  2.565561494152048E+02,  6.875168513326291E+03,  7.081559718307070E+03,  5.673303339461765E+03,
2460279.208333333, A.D. 2023-Nov-30 17:00:00.0000,  3.041954552438721E-02,  6.655089164052903E+03,  8.081968745704349E+01,  2.727397565245029E+02,  9.871871817405876E+01,  2.460279184739006E+06,  6.361162312559059E-02,  1.296754672322640E+02,  1.322938559644499E+02,  6.863885439658780E+03,  7.072681715264658E+03,  5.659343093466422E+03,
2460279.250000000, A.D. 2023-Nov-30 18:00:00.0000,  2.842016816488571E-02,  6.661550724729657E+03,  8.081488159632895E+01,  2.726816703159424E+02,  1.004113175067767E+02,  2.460279250630571E+06,  6.371566859256546E-02,  3.565286884538118E+02,  3.563242608287433E+02,  6.856411080649295E+03,  7.051271436568933E+03,  5.650101583364784E+03,
2460279.291666667, A.D. 2023-Nov-30 19:00:00.0000,  3.012500140508467E-02,  6.661411141165544E+03,  8.082269257426074E+01,  2.726266674353519E+02,  1.013068430482454E+02,  2.460279316398068E+06,  6.355003654226898E-02,  2.242067214390844E+02,  2.218637460756745E+02,  6.868319268788362E+03,  7.075227396411180E+03,  5.664827584490112E+03,
2460279.333333333, A.D. 2023-Nov-30 20:00:00.0000,  2.988304199173107E-02,  6.667970495311060E+03,  8.082601349573133E+01,  2.725859933340707E+02,  1.006088156948019E+02,  2.460279316266006E+06,  6.348003492964445E-02,  9.360874260065482E+01,  9.701627066315295E+01,  6.873367628786698E+03,  7.078764762262336E+03,  5.671074384237368E+03,
2460279.375000000, A.D. 2023-Nov-30 21:00:00.0000,  2.947336275754415E-02,  6.658659325867133E+03,  8.081765890904944E+01,  2.725373565871991E+02,  1.020962243775050E+02,  2.460279382135668E+06,  6.365353284419598E-02,  3.207562166999313E+02,  3.185574673221693E+02,  6.860872304119639E+03,  7.063085282372145E+03,  5.655616961295265E+03,
2460279.416666667, A.D. 2023-Nov-30 22:00:00.0000,  3.159364932110288E-02,  6.642292831664203E+03,  8.081622462053140E+01,  2.724773827126937E+02,  1.009201608900588E+02,  2.460279447481009E+06,  6.367968891485003E-02,  1.904617941774832E+02,  1.898290318753355E+02,  6.858993465922286E+03,  7.075694100180370E+03,  5.653293948740513E+03,
2460279.458333333, A.D. 2023-Nov-30 23:00:00.0000,  3.053678734020996E-02,  6.663876547837433E+03,  8.082608849232405E+01,  2.724276919813275E+02,  1.000158237037636E+02,  2.460279447394468E+06,  6.347432678391531E-02,  5.999072702853816E+01,  6.307831877887658E+01,  6.873779696657723E+03,  7.083682845478013E+03,  5.671584374979550E+03,
2460279.500000000, A.D. 2023-Dec-01 00:00:00.0000,  3.052943037226948E-02,  6.662067700324376E+03,  8.082486063118198E+01,  2.723857522677084E+02,  9.964700128255669E+01,  2.460279512930387E+06,  6.350090265938778E-02,  2.890577180359026E+02,  2.857112557048179E+02,  6.871861724366280E+03,  7.081655748408184E+03,  5.669210750136930E+03,
2460279.541666667, A.D. 2023-Dec-01 01:00:00.0000,  3.169544876193959E-02,  6.639984064984991E+03,  8.081517214861510E+01,  2.723329866320175E+02,  9.804428725773178E+01,  2.460279512731446E+06,  6.370285853708237E-02,  1.592573415945203E+02,  1.604975853029929E+02,  6.857330223735085E+03,  7.074676382485180E+03,  5.651237766519359E+03,
2460279.583333333, A.D. 2023-Dec-01 02:00:00.0000,  2.954234755738554E-02,  6.660447990571004E+03,  8.081931566691662E+01,  2.722740956508811E+02,  9.771122446385220E+01,  2.460279578215159E+06,  6.362110944891715E-02,  2.813390749955388E+01,  2.978362076512227E+01,  6.863203122575051E+03,  7.065958254579097E+03,  5.658499248414590E+03,
2460279.625000000, A.D. 2023-Dec-01 03:00:00.0000,  2.990887055220159E-02,  6.668817744017794E+03,  8.082689310554809E+01,  2.722279749556913E+02,  9.849298119557226E+01,  2.460279643963814E+06,  6.346540330225266E-02,  2.560136177343427E+02,  2.527195278275515E+02,  6.874424001602675E+03,  7.080030259187556E+03,  5.672381821722734E+03,
